,page,country,rev_id,predictions
21371,François de La Rocque,France,786324279,C
21372,Liberata Mulamula,Tanzania,786327860,Stub
21373,Zephania Mothopeng,South Africa,786334737,Start
21374,Vali Akhundov,Azerbaijan,786336842,Start
21375,David Ricardo (the younger),United Kingdom,786343359,Stub
21376,"Sir Maurice Levy, 1st Baronet",United Kingdom,786343494,Start
21377,Frederick Goldsmid,United Kingdom,786343630,Stub
21378,Florence Cardell-Oliver,Australia,786343632,C
21379,Anne du Bourg,France,786343821,Stub
21380,Audrey Reader,Australia,786345242,Start
21381,Mothetjoa Metsing,Lesotho,786347645,Start
21382,Alonso Lujambio,Mexico,786349820,Start
21383,Sushun,China,786364734,Start
21384,Junji Nishime,Japan,786366814,Stub
21385,Gazmend Pula,Kosovo,786373782,Stub
21386,Mac Price,New Zealand,786375175,Stub
21387,Guy Powles,Tokelauan,786375181,C
21388,Basim Bello,Iraq,786380552,Stub
21389,Paulin Brune,French Guiana,786385007,Stub
21390,Adrienne Horvath,France,786387939,Stub
21391,Michèle Rivasi,France,786388701,Start
21392,Camilo Escalona,Chile,786390585,Stub
21393,Leila Aïchi,France,786390688,Stub
21394,Jacqueline Alduy,France,786390721,Stub
21395,Patricia Morhet-Richaud,France,786393127,Stub
21396,Kaila Murnain,Australia,786394266,C
21397,Meiji oligarchy,Japan,786396310,B
21398,José D'Elía,Uruguay,786398919,Stub
21399,José Manuel Cortina,Cuba,786399223,Start
21400,José Tiburcio López Constante,Mexico,786399511,Start
21401,Josef Frank (politician),Czech Republic,786399604,Stub
21402,Alice Wedega,Papua New Guinea,786399898,Stub
21403,Joseph d'Aguilar Samuda,United Kingdom,786400491,C
21404,Federico Errázuriz Zañartu,Chile,786401657,Start
21405,Joseph Schubert (politician),Canada,786402183,Start
21406,Joseph Zuken,Canada,786402756,Start
21407,Joses Tuhanuku,Solomon Islands,786403255,C
21408,Josip Filipović,Bosnia-Herzegovina,786404092,Start
21409,Józef Kossakowski (bishop),Poland,786406827,C
21410,Jozef Šesták,Slovakia,786406916,Start
21411,Józef Unszlicht,Poland,786406931,Start
21412,Juan de Amézquita,Spain,786407489,C
21413,Selima Rahman,Bangladesh,786408602,Start
21414,Yim Sovann,Cambodia,786409843,C
21415,Júlio Prates de Castilhos,Brazil,786412819,Stub
21416,Ian Kaye,Australia,786413502,Stub
21417,Juliusz Nowina-Sokolnicki,Poland,786413686,Start
21418,Sheikh Ibrahim Cudjoe Quaye,Ghana,786417386,Stub
21419,Kalmen Kaplansky,Canada,786430694,C
21420,Benoît Lutgen,Belgium,786431284,Stub
21421,Esther Kamatari,Burundi,786432171,Start
21422,Jean Kambanda,Rwanda,786432386,C
21423,Su'ad al-Fatih al-Badawi,Sudan,786432752,C
21424,Robert Kitchen,Canada,786434801,Start
21425,List of general secretaries and chairmen of the Communist Party of China,China,786437740,Start
21426,Qazi Abdul Majeed Abid,Pakistan,786440898,Start
21427,Igor Radojičić,Bosnia-Herzegovina,786441246,Stub
21428,Sebastian Tynkkynen,Finland,786441974,Start
21429,Froduald Karamira,Rwanda,786443241,Start
21430,Eric Lucassen,Netherlands,786443392,Stub
21431,Karel Zaalberg,Netherlands,786444530,C
21432,George McGovern in popular culture,United States,786447819,Start
21433,Hadjé Halimé,Chad,786449636,C
21434,Mihály Káthay,Hungary,786457354,Start
21435,Katherine Swynford: The Story of John of Gaunt and his Scandalous Duchess,United Kingdom,786457694,Stub
21436,Beatriz Mojica Morga,Mexico,786477847,Stub
21437,Alejandra Barrales,Mexico,786477950,C
21438,Ausma Kantāne-Ziedone,Latvia,786477957,Stub
21439,Ahmed Abdul Rahman Al-Samawi,Yemen,786478994,Start
21440,Paco Moncayo,Ecuador,786479930,Start
21441,Datta Dalvi,India,786481109,Stub
21442,Wolfgang Heyl,Germany,786481130,Stub
21443,Aivars Aksenoks,Latvia,786481361,Stub
21444,David Rachline,France,786490483,Stub
21445,Felipe Codallos,Salvadoran,786492357,Stub
21446,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub
21447,Piero Gobetti,Italy,786494932,Start
21448,Zeng Qi,China,786497203,Stub
21449,Claudio Orrego,Chile,786506425,Stub
21450,David H. Locke,United States,786506579,Stub
21451,List of Latino Republicans,United States,786507820,C
21452,Frederic Jesup Stimson,United States,786507898,Stub
21453,Frank N. Costa,United States,786513823,Start
21454,Claude Érignac,France,786515396,Stub
21455,Folkvid the Lawspeaker,Sweden,786521863,Stub
21456,Governor-General of the Solomon Islands,Solomon Islands,786522931,Start
21457,Lopo Gomes de Abreu,Portugal,786525160,Stub
21458,Leonard Hill (politician),Australia,786525289,Stub
21459,Salahuddin Saeed Khan,Pakistan,786525585,Start
21460,Li Jingye,China,786529798,C
21461,Linda Frum,Canada,786532062,C
21462,Jan Piekałkiewicz,Poland,786532348,C
21463,Ilia Chavchavadze,Russia,786533493,C
21464,Harry Marks,United Kingdom,786535131,C
21465,Roman Dmitriyev,Russia,786536346,Stub
21466,"Henry Lopes, 1st Baron Roborough",United Kingdom,786537659,Start
21467,Reginald Jaffray Lucas,United Kingdom,786538013,Stub
21468,Najm-i-Sani dynasty,India,786538040,Stub
21469,Coningsby Disraeli,United Kingdom,786539249,Stub
21470,J. Quinn Brisben,United States,786547471,C
21471,Paula Marcela Moreno Zapata,Colombia,786555865,C
21472,Kaysone Phomvihane,Laos,786556735,C
21473,Kazimierz Woyda,Poland,786557412,Stub
21474,Neville Christian,Australia,786563527,Stub
21475,István Kendi,Hungary,786569212,Start
21476,Sándor Kendi,Hungary,786569264,Start
21477,Patalione Kanimoa,France,786575249,Stub
21478,Julius Salik,Pakistan,786576132,Stub
21479,Joshua Kutuny,Kenya,786577848,Stub
21480,Henri de Kérillis,France,786578705,GA
21481,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub
21482,Kettil Karlsson (Vasa),Sweden,786582103,C
21483,Musa Kassim Omer,Somalia,786584717,Stub
21484,Jitsuo Inagaki,Japan,786585334,Stub
21485,Osman Güneş,Turkey,786587020,Stub
21486,Victor Basch,France,786588699,Start
21487,Farid Elias Khazen,Lebanon,786589357,Start
21488,Raj Rajeshwari Devi,Nepal,786590201,Start
21489,Inder Pal Khosla,India,786591280,Stub
21490,Khosrov bey Sultanov,Azerbaijan,786591329,GA
21491,Kōichi Kido,Japan,786593497,C
21492,Alfred Gyan,Ghana,786594689,Stub
21493,Edgar Whitehead,Rhodesian,786601705,Start
21494,Slavko Wolf,Croatia,786604485,Start
21495,"Herbert Jessel, 1st Baron Jessel",United Kingdom,786607280,Start
21496,Stina Svensson,Sweden,786608437,Stub
21497,Ebrahim Amini,Iran,786611994,Stub
21498,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start
21499,Todd Russell,Canada,786614713,Start
21500,Ahmad Mukhtar Baban,Iraq,786620055,Stub
21501,Kjeld Philip,Denmark,786622449,Stub
21502,Kristo Kirka,Albania,786628383,C
21503,Navin Shah,United Kingdom,786643018,Stub
21504,"Charles Louis Huguet, marquis de Sémonville",France,786643800,Start
21505,Shawkat Ali Khan,Bangladesh,786646973,Stub
21506,Henry Puna,Cook Island,786648340,C
21507,Antonios Kriezis,Greece,786649869,Start
21508,Yelü Chucai,China,786649998,C
21509,John O'Brien (British politician),United Kingdom,786651678,Start
21510,John Morse (British politician),United Kingdom,786654539,Start
21511,Henry Hamilton Beamish,Rhodesian,786659504,Start
21512,Joseph Ngoua,Gabon,786660134,Stub
21513,Yacoub Sarraf,Lebanon,786664492,Start
21514,Przemysław Wipler,Poland,786668591,Stub
21515,Filiz Dinçmen,Turkey,786669561,Start
21516,List of Spanish governors of New Mexico,Spain,786673755,Start
21517,Kennedy Mong'are Okong'o,Kenya,786677844,Start
21518,Riccardo Nencini,Italy,786681534,Stub
21519,Meera Deepak Yadav,India,786691702,Stub
21520,Christopher Kolade,Nigeria,786694361,Start
21521,Juan Gil Zambrano,Spain,786700717,Stub
21522,Mark Fredriksen,France,786708957,Start
21523,Horst Rosenkranz,Austria,786709527,Start
21524,István Győrkös,Hungary,786709849,C
21525,György Ekrem-Kemál,Hungary,786710114,Start
21526,Birger Jarl,Sweden,786710381,C
21527,Konstantin Kasimovsky,Russia,786710829,Stub
21528,Juan de Dios Martínez,Ecuador,786710871,Stub
21529,S. S. Kolkebail,India,786714076,Stub
21530,"Vahe Hakobyan (politician, born 1971)",Armenia,786714913,Stub
21531,Demba Traoré (politician),Mali,786715366,Start
21532,Henry Duffield Craik,United Kingdom,786717329,Stub
21533,Hildegard Burjan,Germany,786718438,C
21534,Nikolai Kondratenko,Russia,786721340,Stub
21535,Mariano Lazcano,Spain,786721553,NotFound
21536,Nyan Tun,Myanmar,786723001,Stub
21537,Helena Carr,Australia,786725902,Start
21538,Tan Seng Giaw,Malaysia,786727635,Start
21539,Neritan Ceka,Albania,786728572,Start
21540,Manuel Portela Valladares,Spain,786734139,Stub
21541,Bernice Adiku Heloo,Ghana,786735940,Stub
21542,Hassan Ibrahim,Egypt,786745161,Start
21543,"Owen Philipps, 1st Baron Kylsant",United Kingdom,786746737,GA
21544,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start
21545,Hamid Lotfollahian,Iran,786755078,Stub
21546,Pierre Dharréville,France,786757777,Stub
21547,Fahad bin Saud bin Abdulaziz Al Saud,Saudi Arabia,786757831,Start
21548,Yu Xiaogang,China,786763475,Stub
21549,Ferdous Ahmed Qurishi,Bangladesh,786763647,Stub
21550,Laura Itzel Castillo,Mexico,786768753,Stub
21551,Mata'afa,Samoan,786776338,Start
21552,Ľudovít Černák,Slovakia,786777266,Stub
21553,Pam O'Neil,Australia,786781604,Stub
21554,Pam Beggs,Australia,786781679,Start
21555,Pam Allan,Australia,786781930,Stub
21556,Károly Soós (Minister of Defence),Hungary,786782182,Stub
21557,Fritz Wolffheim,Germany,786789237,C
21558,Gerald Goldberg,Ireland,786792119,C
21559,Rosemary Kyburz,Australia,786794617,Stub
21560,Len Stephan,Australia,786794647,Start
21561,Jenny Hirsch,Germany,786795539,Start
21562,Heloísa Helena (politician),Brazil,786798101,C
21563,Soledad Alvear,Chile,786799210,Start
21564,Charles Lennox Stretch,Cape Colony,786803200,Start
21565,Subarna Prabha Devi,Nepal,786803221,Start
21566,Rosalío Cortés,Nicaragua,786805489,Stub
21567,János Esterházy,Hungary,786809309,FA
21568,André Lajoinie,France,786809747,Stub
21569,Liam Maxwell,United Kingdom,786824413,Start
21570,Ek Yi Oun,Cambodia,786826707,Stub
21571,Mohammed Alim Razm,Afghanistan,786830658,Stub
21572,Theofanis Tombras,Greece,786830869,C
21573,Émile Flourens,France,786836096,Start
21574,Helen Bjørnøy,Norway,786841009,Stub
21575,Hervé Hasquin,Belgium,786841917,Stub
21576,Henri Ossébi,Congo,786844467,C
21577,Marianne Samuelsson,Sweden,786851549,Stub
21578,Sara Skyttedal,Sweden,786852045,Start
21579,Christine Teunissen,Netherlands,786856843,Stub
21580,Helma Neppérus,Netherlands,786857489,Start
21581,Ingrid de Caluwé,Netherlands,786857537,Stub
21582,Kathleen Ferrier (politician),Netherlands,786857651,Start
21583,Mariko Peters,Netherlands,786857902,Start
21584,Julio Linares,Panama,786859773,Stub
21585,Henri Gouraud (general),France,786860127,C
21586,Mijiddorjiin Khanddorj,Mongolia,786860296,C
21587,Bayantömöriin Khaisan,Mongolia,786860699,C
21588,Matthew Baird (politician),Australia,786861459,Stub
21589,Mamadou Kamara Dékamo,Congo,786864044,C
21590,Eliza Grey,Australia,786865174,C
21591,Nabila Mounib,Morocco,786867183,Start
21592,Day Guey-ing,Taiwan,786868152,Stub
21593,Shiu Ming-neng,Taiwan,786868425,Stub
21594,Tseng Chung-ming,Taiwan,786868487,Stub
21595,Twu Shiing-jer,Taiwan,786868516,Start
21596,Yang Chih-liang,Taiwan,786868537,Stub
21597,Yeh Ching-chuan,Taiwan,786868565,Start
21598,Pierre Pujo,France,786868784,Stub
21599,Chen Chi-lu,Taiwan,786869058,Start
21600,Wong Chin-chu,Taiwan,786869091,Start
21601,Huang Pi-twan,Taiwan,786869155,Start
21602,Ovid Tzeng,Taiwan,786869220,Stub
21603,Hu Chen-pu,Taiwan,786869672,Stub
21604,Jaw Shaw-kong,Taiwan,786870086,Start
21605,Winston Dang,Taiwan,786870462,Start
21606,Wei Kuo-yen,Taiwan,786870511,Start
21607,Tjiu Mau-ying,Taiwan,786871028,Stub
21608,Chen Chih-ching,Taiwan,786871281,Stub
21609,Tsao Chi-hung,Taiwan,786871291,Start
21610,Lin Tsung-hsien,Taiwan,786871298,Start
21611,Chang Tzi-chin,Taiwan,786871809,Stub
21612,Pan Shih-wei,Taiwan,786872846,Start
21613,Hao Feng-ming,Taiwan,786872977,Start
21614,Kuo Fang-yu,Taiwan,786873032,Stub
21615,Woody Duh,Taiwan,786873670,Start
21616,Hwang Jung-chiou,Taiwan,786873833,Start
21617,Tim Hammond (politician),Australia,786873901,Stub
21618,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C
21619,Lin Shu-chen,Taiwan,786874899,Stub
21620,Lucia Lin,Taiwan,786874913,Stub
21621,Peng Sheng-chu,Taiwan,786875408,Stub
21622,Sheu Yu-jer,Taiwan,786875530,Stub
21623,Shih Yen-shiang,Taiwan,786875778,Stub
21624,Toribio de Peñalva,Spain,786875883,Start
21625,Tseng Ming-chung,Taiwan,786875994,Start
21626,P. Selvie Das,India,786876040,Stub
21627,Wang Cheng-teng,Taiwan,786876334,Start
21628,Kazuo Hatoyama,Japan,786877057,C
21629,Wu Se-hwa,Taiwan,786877184,Start
21630,Wu Tang-chieh,Taiwan,786877311,Start
21631,Yeh Shin-cheng,Taiwan,786877678,Start
21632,Yiin Chii-ming,Taiwan,786877795,Stub
21633,Yu Ming-shi,Taiwan,786877848,Stub
21634,Chen Chien-jen (born 1939),Taiwan,786878373,Stub
21635,"Amador Báez de Alpoim, General",Spain,786878998,C
21636,Tung Kuo-yu,Taiwan,786879421,Stub
21637,Vanessa Shih,Taiwan,786879517,C
21638,Koh Se-kai,Taiwan,786880612,Stub
21639,Mustafa Dağıstanlı,Turkey,786880668,Start
21640,Ting Mao-shih,Taiwan,786881384,Stub
21641,Timothy Yang,Taiwan,786881665,Start
21642,Hsu Shui-teh,Taiwan,786881873,Stub
21643,King Pu-tsung,China,786882530,Start
21644,Simon Ko,Taiwan,786883245,Start
21645,Antonio Eduardo Nachura,Philippines,786886791,Start
21646,Jason Yuan,Taiwan,786898013,Stub
21647,Korkut Özal,Turkey,786899322,Start
21648,Katsuo Okazaki,Japan,786901750,C
21649,Karlo Lukanov,Bulgaria,786904033,Start
21650,Abdullah Qureshi,Pakistan,786906375,Stub
21651,Henry Drummond Wolff,United Kingdom,786908049,Start
21652,"Henry de Worms, 1st Baron Pirbright",United Kingdom,786908296,C
21653,Massey Lopes,United Kingdom,786911856,Start
21654,Lionel Louis Cohen,United Kingdom,786912185,Start
21655,Josiah Tongogara,Zimbabwe,786913202,C
21656,Necdet Karababa,Turkey,786914248,Stub
21657,Ragıp Gümüşpala,Turkey,786914798,Start
21658,John Tengo Jabavu,Cape Colony,786916027,Start
21659,"Henry Lopes, 1st Baron Ludlow",United Kingdom,786916235,Start
21660,William Tindal Robertson,United Kingdom,786917700,B
21661,Saul Isaac,United Kingdom,786918132,Stub
21662,James Lloyd Ashbury,United Kingdom,786918346,C
21663,Mike Freelander,Australia,786920009,Stub
21664,Jengishbek Nazaraliev,Kyrgyzstan,786920249,Start
21665,Adrian Hasler,Liechtenstein,786925167,Start
21666,Chan Yuen-han,China,786928662,Start
21667,Peter Christian Knudsen,Denmark,786930135,Stub
21668,Holmger Knutsson,Sweden,786930391,Start
21669,Ignacy Potocki,Poland,786930751,GA
21670,Bodil Koch,Denmark,786932106,C
21671,Faye Lo Po',Australia,786932592,Start
21672,Ellen Corkrum,Liberia,786939624,Start
21673,Ivan Grigorovich,Russia,786942606,C
21674,Koko Kondo,Japan,786944075,Stub
21675,Konstantin Posyet,Russia,786947586,Start
21676,Aleksandr Kornilov (historian),Russia,786954723,Start
21677,Charles Rappolt,Australia,786955175,Start
21678,Wiwa Korowi,Papua New Guinea,786955431,Stub
21679,Charles Mair,Canada,786959195,C
21680,Erdal İnönü,Turkey,786962550,C
21681,Stavros Papastavrou,Greece,786962684,Start
21682,Farkas Kovacsóczy,Hungary,786963271,Start
21683,István Kovacsóczy,Hungary,786963295,Start
21684,Józef Kożdoń,Austria,786964819,C
21685,Liao Hui (politician),China,786967153,Stub
21686,Daniel Salaverry,Peru,786968545,Stub
21687,Tony Cuesta,Cuba,786968748,Stub
21688,Guðbjartur Hannesson,Iceland,786970839,Stub
21689,Ron Galperin,United States,786972205,C
21690,Philip John Stigant,Cape Colony,786972727,Start
21691,Richelieu Levoyer,Ecuador,786973692,Start
21692,Vaucluse's 3rd constituency,France,786973863,Start
21693,Bélgica Carmona Cabrera,Mexico,786975448,Stub
21694,Kristo Floqi,Albania,786975664,C
21695,Kryeziu Brothers,Albania,786981321,Start
21696,Henrietta Szold,Israel,786981445,C
21697,Jerzy Jan Lerski,Poland,786982217,Start
21698,István Kühár,Slovenia,786986422,Stub
21699,Elbertus Leoninus,Netherlands,786987065,C
21700,Leonidas Pantelides,Cyprus,786987145,Stub
21701,Léon Bourgeois,France,786990600,C
21702,Leon Benzaquen,Morocco,786990669,Start
21703,Ma'mun al-Hudaybi,Egypt,786991557,Stub
21704,Joseph Singer,Canada,786991589,Start
21705,Carina Vitral,Brazil,786991987,Stub
21706,Kuniwo Nakamura,Palauan,786992351,Start
21707,Hamilton Goold-Adams,Botswana,786993409,Start
21708,Gottlob Johann Christian Kunth,Germany,786993416,Start
21709,Theofil Kupka,Poland,786994094,Start
21710,Viktor Kurmanovych,Ukraine,786996078,Start
21711,Mikołaj Kurowski,Poland,786996679,Start
21712,Marguerite Legot,Belgium,786998779,Start
21713,François Denys Légitime,Haiti,786998960,C
21714,Glauk Konjufca,Albania,787000827,Stub
21715,Léonie Banga-Bothy,Central African Republic,787000875,Stub
21716,Heisuke Hironaka,Japan,787004212,Start
21717,Carlos Hevia,Cuba,787004648,C
21718,Takaaki Tamura (politician),Japan,787006012,Stub
21719,Lester Bird,Antigua and Barbuda,787006425,C
21720,List of American professional sports figures who held elective office,United States,787008529,Start
21721,Costache Leancă,Moldova,787009622,Stub
21722,Hansjörg Trachsel,Switzerland,787009648,Start
21723,Augustus Asplet Le Gros,Jersey,787012860,Start
21724,Romualda Hofertienė,Lithuania,787013818,Stub
21725,Cristina Díaz,Mexico,787013936,Start
21726,"Thomas ""Bud"" Brady",United States,787014919,C
21727,Lu Laysreng,Cambodia,787016670,Stub
21728,Pompeyo Márquez,Venezuela,787016948,Start
21729,Gore Bahadur Khapangi,Nepal,787018602,Stub
21730,Jean-Luc Mandaba,Central African Republic,787019202,Start
21731,Pierre Nzé,Congo,787019926,C
21732,Saverio Fava,Italy,787021647,Start
21733,Al-Husayn II ibn Mahmud,Tunisia,787022474,Stub
21734,Artur Ivens Ferraz,Portugal,787023701,Stub
21735,"Thomas Ponsonby, 3rd Baron Ponsonby of Shulbrede",United Kingdom,787025230,Stub
21736,Ray Bailey,Australia,787030599,Stub
21737,Félix Lancís Sánchez,Cuba,787038366,Stub
21738,Ludwig Landmann,Germany,787041244,Start
21739,Lamjavyn Gündalai,Mongolia,787041850,Start
21740,Trần Độ,Vietnam,787044208,Start
21741,Philippe Langlois,Jersey,787046159,Stub
21742,Moana Ioane,Cook Island,787050138,Stub
21743,Frema Opare,Ghana,787054022,Stub
21744,Henry Lascelles (1690–1753),United Kingdom,787055298,C
21745,G M Quader,Bangladesh,787063030,Start
21746,Kim Cheon-il,"Korea, South",787065740,Start
21747,Abdollah Jassbi,Iran,787068278,Start
21748,Taher Tawfiq al-Ani,Iraq,787070133,Stub
21749,Hashim Aqrawi,Iraq,787073249,Start
21750,Charles Edward Bruce,United Kingdom,787073835,Start
21751,Sharna Fernandez,South Africa,787077255,Stub
21752,Dëshira Subashi,Albania,787078197,Stub
21753,Christopher Lieven,Russia,787079225,Start
21754,Lycomedes of Mantinea,Greece,787080293,Stub
21755,Ivan Lychov,Russia,787080522,Stub
21756,Angaangaq Lyberth,Denmark,787080763,Stub
21757,Lim Han Hoe,Singapore,787087426,Start
21758,Aristides Lima,Cape Verde,787087507,Start
21759,Maarit Feldt-Ranta,Finland,787088271,Stub
21760,Habib Sadek,Lebanon,787089801,Stub
21761,Albert Garcia,Philippines,787090023,Stub
21762,Hristo Lukov,Bulgaria,787090921,Start
21763,M. H. Lukman,Indonesia,787091037,Start
21764,Anna Lindhagen,Sweden,787092748,Start
21765,José Pedro de Morais,Angola,787094495,Stub
21766,Venâncio da Silva Moura,Angola,787095864,Stub
21767,Luis Hierro Rivera,Uruguay,787097185,Stub
21768,Wilfried Vandaele,Belgium,787100460,Stub
21769,Karl Vanlouwe,Belgium,787101037,Stub
21770,Marc Hendrickx,Belgium,787101520,Stub
21771,Karim Van Overmeire,Belgium,787102066,Stub
21772,Lingeer Ndoye Demba,Senegal,787104149,B
21773,Marija Atanassowa,Bulgaria,787104172,Stub
21774,Lionel Cripps,Rhodesian,787105083,Start
21775,Olga Lipovskaya,Russia,787105591,Stub
21776,Seyed Mahmood Hosseini,Iran,787109199,Start
